Mineral_name,Formula,Reference
Schmiederite,Pb₂ Cu₂ Se₂ O₁₁ H₄,"Effenberger H., Crystal structure and chemical formula of schmiederite, Pb2Cu2(OH)4(SeO3)(SeO4), with a comparison to linarite PbCu(OH)2(SO4), Mineralogy and Petrology, 36, 3–12 (1987)."
Iranite,Cu Pb₁₀ Cr₆ Si₂ O₃₄ H₂,"Yang H., Sano J. L., Eichler C., Downs R. T., Costin G., Iranite, CuPb10(CrO4)6(SiO4)2(OH)2, isomorphous with hemihedrite, Acta Crystallographica, Section C, 63, i122–i124 (2007)."
Weissbergite,Tl Sb S₂,"Rey N., Jumas J. C., Olivier-Fourcade J., Philippot E., Sur les composes III-V-VI: Etude structurale du disulfure d'antimoine et de thallium, TlSbS2, Acta Crystallographica, Section C, 39, 971–974 (1983)."
Allantoin,O₃ N₄ C₄ H₆,"Xu B., Sung C., Han B., Crystal structure characterization of natural allantoin from edible lichen Umbilicaria esculenta Note: T = 232 K, Crystals, 1, 128–135 (2011)."
Phosphorus,P,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample known as black phosphorus, Crystal Structures, 1, 7–83 (1963)."
Haydeeite,Cu₃ Mg Cl₂ O₆ H₆,"Malcherek T., Schluter J., Cu3MgCl2(OH)6 and the bond-valence parameters of the OH-Cl bond, Acta Crystallographica, Section B, 63, 157–160 (2007)."
Ponomarevite,K₄ Cu₄ O Cl₁₀,"de Boer. J. J., Bright D., Helle J. N., The structure of the potassium salt of mu4-oxo-hexa-mu-chloro- tetra[chlorocuprate(II)], K4Cu4OCl10, Acta Crystallographica, Section B, 28, 3436–3437 (1972)."
Hemihedrite,Pb₁₀ Zn Cr₆ Si₂ O₃₂ F₂,"McLean W. J., Anthony J. W., The crystal structure of hemihedrite, American Mineralogist, 55, 1103–1114 (1970)."
Trigonite,Pb₃ Mn As₃ O₉ H,"Pertlik F., The crystal structure of trigonite, Pb3Mn(AsO3)2(AsO2(OH)), Tschermaks Mineralogische und Petrographische Mitteilungen, 25, 95–105 (1978)."
Guettardite,Pb As Sb S₄,"Makovicky E., Topa D., Tajjedin H., Rastad E., Yaghubpur A., The crystal structure of guettardite, PbAsSbS4, and the twinnite-guettardite problem, The Canadian Mineralogist, 50, 253–265 (2012)."
Bunsenite,Ni O,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York rocksalt structure, Crystal Structures, 1, 85–237 (1963)."
Gibbsite,Al O₃ H₃,"Balan E., Lazzeri M., Morin G., Mauri F., First-principles study of the OH-stretching modes of gibbsite, American Mineralogist, 91, 115–119 (2006)."
Smythite,Fe₃ S₄,"Erd R. C., Evans H. T., Richter D. H., Smythite, a new iron sulfide, and associated pyrrhotite from Indiana, American Mineralogist, 42, 309–333 (1957)."
Isoferroplatinum,Fe Pt₃,"Cabri L. J., Feather C. E., Platinum-iron alloys: a nomenclature based on a study of natural and synthetic alloys, The Canadian Mineralogist, 13, 117–126 (1975)."
Ferruccite,Na B F₄,"Brunton G., Refinement of the structure of NaBF4, Acta Crystallographica, Section B, 24, 1703–1704 (1968)."
Huntite,Ca Mg₃ C₄ O₁₂,"Dollase W. A., Reeder R. J., Crystal structure refinement of huntite, CaMg3(CO3)4, with X-ray powder data, American Mineralogist, 71, 163–166 (1986)."
Paradimorphite,As₄ S₃,"Whitfield H. J., The crystal structure of tetra-arsenic trisulfide Note: ""alpha-dimorphite"", Journal of the Chemical Society A: Inorganic, Physical, Theoretical, 1970, 1800–1803 (1970)."
Wagnerite,Mg₁₀ P₅ O₂₀ F₅,"Ren L., Grew E. S., Xiong M., Ma Z., Wagnerite-Ma5bc, a new polytype of Mg2(PO4)(F,OH), from granulite-facies paragneiss, Larsemann Hills, Prydz Bay, East Antartica, The Canadian Mineralogist, 41, 393–411 (2003)."
Megawite,Ca Sn O₃,"Zhao J., Ross N. L., Angel R. J., Tilting and distortion of CaSnO3 perovskite to 7 GPa determined from single-crystal X-ray diffraction Note: P = 0.0 GPa, Physics and Chemistry of Minerals, 31, 299–305 (2004)."
Deloryite,Cu₄ U Mo₂ O₁₆ H₆,"Pushcharovsky D. Y., Rastsvetaeva R. K., Sarp H., Crystal structure of deloryite, Cu4(UO2)[Mo2O8](OH)6, Journal of Alloys and Compounds, 239, 23–26 (1996)."
Stibivanite,Sb₂ V O₅,"Szymanski J. T., A redetermination of the structure of Sb2VO5, stibivanite, a new mineral, The Canadian Mineralogist, 18, 333–337 (1980)."
Nickeline,Ni As,"Aminoff G., Untersuchungen ueber die Kristallstrukturen von Wurtzit und Rotnickelkies. _cod_database_code 1011052, Zeitschrift fur Kristallographie, 58, 203–219 (1923)."
Norrishite,K Li Mn₂ Si₄ O₁₂,"Tyrna P. L., Guggenheim S., The crystal structure of norrishite, KLiMn2Si4O12: An oxygen-rich mica, American Mineralogist, 76, 266–271 (1991)."
Phase-A,Mg₇ Si₂ O₁₄,"Horiuchi H., Morimoto N., Yamamoto K., Akimoto S. I., Crystal structure of 2Mg2SiO4.3Mg(OH)2, a new high-pressure structure type, American Mineralogist, 64, 593–598 (1979)."
Xenotime-(Lu),Lu P O₄,"Ni Y., Hughes J. M., Mariano A. N., Crystal chemistry of the monazite and xenotime structures, American Mineralogist, 80, 21–26 (1995)."
Cuprostibite,Cu₂ Sb,"Pearson W. B., The Cu2Sb and related structures, Zeitschrift fur Kristallographie, 171, 23–39 (1985)."
Cesium,Cs,"Barrett C. S., X-ray study of the alkali metals at low temperatures Sample: at T = 5 K Note: lattice parameters are average of 4 values, Acta Crystallographica, 9, 671–677 (1956)."
Miersite,Ag I,"Hull S., Keen D. A., Pressure-induced phase transitions in AgCl, AgBr, and AgI Sample: P = 0.0 GPa, Phase II', Physical Review, B59, 750–761 (1999)."
Niggliite,Pt Sn,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Note: ideal nickel arsenide structure, Crystal Structures, 1, 85–237 (1963)."
Wurtzite-6H,Zn S,"Myer G. H., Hydrothermal wurtzite at Thomaston Dam, Connecticut, American Mineralogist, 47, 977–979 (1962)."
Petersenite-(Ce),Na₄ Ce₂ C₅ O₁₅,"Grice J. D., Velthuizen J. V., Gault R. A., Petersenite-(Ce), a new mineral from Mont Saint-Hilaire, and its structural relationship to other REE carbonates, The Canadian Mineralogist, 32, 405–414 (1994)."
Quartz,Si O₂,"Levien L., Prewitt C. T., Weidner D. J., Structure and elastic properties of quartz at pressure P = 1 atm, American Mineralogist, 65, 920–930 (1980)."
Edgarite,Fe Nb₃ S₆,"Anzenhofer K., van den. Berg. J. M., Cossee P., Helle J. N., The crystal structures and magnetic susceptibilities of MnNb3S6, FeNb3S6, CoNb3S6 and NiNb3S6, Journal of Physics and Chemistry of Solids, 31, 1057–1067 (1970)."
Tridymite,Si O₂,"Dollase W. A., Baur W. H., The superstructure of meteoritic low tridymite solved by computer simulation, American Mineralogist, 61, 971–978 (1976)."
Garrelsite,Na Ba₃ Si₂ B₇ O₂₀ H₄,"Ghose S., Wan C., Ulbrich H. H., Structural chemistry of borosilicates. I. Garrelsite, NaBa3Si2B7O16(OH)4, a silicoborate with the pentaborate [B5O12]9- polyanion, Acta Crystallographica, Section B, 32, 824–832 (1976)."
Preobrazhenskite,Mg₃ B₁₁ H₉ O₂₄,"Burns P. C., Hawthorne F. C., Structure and hydrogen bonding in preobrazhenskite, a complex heteropolyhedral borate, The Canadian Mineralogist, 32, 387–396 (1994)."
Arupite,Ni₃ P₂ O₁₆ H₁₆,"Shouwen J., Wang D., Gao X., Wen X., Zhou J., Poly[octaaquadi-mu-phosphato-tri-nickel(II)], Acta Crystallographica, Section E, 64, m259–m259 (2008)."
Akdalaite,Al₅ O₈,"Yamaguchi G., Okumiya M., Ono S., Refinement of the structure of tohdite 5Al2O3*H2O, Bulletin of the Chemical Society of Japan, 42, 2247–2249 (1969)."
Esperite,Pb Ca₂ Zn₃ Si₃ O₁₂,"Tait K. T., Yang H., Downs R. T., Li C., Pinch W. W., The crystal structure of esperite, with a revised chemical formula, PbCa2(ZnSiO4)3, isostructural with beryllonite, American Mineralogist, 95, 699–705 (2010)."
Wurtzite-10H,Zn₅ S₅,"Evans H. T., McKnight E. T., New wurtzite polytypes from Joplin, Missouri, American Mineralogist, 44, 1210–1218 (1959)."
Lonsdaleite,C,"Bundy F. P., Kasper J. S., Hexagonal diamond-a new form of carbon, Journal of Chemical Physics, 46, 3437–3446 (1967)."
Rooseveltite,Bi As O₄,"Bedlivy D., Mereiter K., Structure of alpha-BiAsO4 (rooseveltite) Note: AnisoU's from ICSD, Acta Crystallographica, Section B, 38, 1559–1561 (1982)."
Roxbyite,Cu₂₉ S₁₆,"Mumme W. G., Gable R. W., Petricek V., The crystal structure of roxbyite, Cu58S32, The Canadian Mineralogist, 50, 423–430 (2012)."
Dzierzanowskite,Ca Cu₂ S₂,"Purdy A. P., Ammonothermal crystal growth of sulfide materials, Chemistry of Materials, 10, 692–694 (1998)."
Chevkinite-(Ce),Ce₄ Fe₃ Ti₂ Si₄ O₂₂,"Sokolova E. V., Hawthorne F. C., Della Ventura. G., Kartashov P. M., Chevkinite-(Ce): Crystal structure and the effect of moderate radiation-induced damage on site-occupancy refinement Crystal (1), The Canadian Mineralogist, 42, 1013–1025 (2004)."
Kladnoite,C₈ N O₂ H₅,"Matzat E., Die kristallstruktur des phtalimids (kladnoit), Acta Crystallographica, Section B, 28, 415–418 (1972)."
Kinoite,Cu₂ Ca₂ Si₃ O₁₂ H₄,"Laughon R. B., The crystal structure of kinoite, American Mineralogist, 56, 193–200 (1971)."
Cuproiridsite,Cu Ir₂ S₄,"Furubayashi T., Matsumoto T., Hagino T., Nagata S., Structural and magnetic studies of metal-insulator transition in thiospinel CuIr2S4 Sample: T = 10 K, low temperature form, Journal of the Physical Society of Japan, 63, 3333–3339 (1994)."
Variscite,Al P O₆ H₄,"Kniep R., Mootz D., Vegas A., Variscite, Acta Crystallographica, Section B, 33, 263–265 (1977)."
Hydrodresserite,Ba Al₂ C₂ O₁₃ H₁₀,"Szymanski J. T., The crystal structure of hydrodresserite BaAl2(CO3)2(OH)4.3H2O, The Canadian Mineralogist, 20, 253–262 (1982)."
Plutonium-gamma,Pu,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 508 K, Crystal Structures, 1, 7–83 (1963)."
Aikinite,Pb Cu Bi S₃,"Kohatsu I., Wuensch B. J., The crystal structure of aikinite, PbCuBiS3 Note: B(3,3) altered for Pb and Cu, in order to reproduce Biso, Acta Crystallographica, Section B, 27, 1245–1252 (1971)."
Hydroxylwagnerite,Mg₂ P O₅ H,"Raade G., Romming C., The crystal structure of beta-Mg2PO4OH, a synthetic hydroxyl analogue of wagnerite, Zeitschrift fur Kristallographie, 177, 15–26 (1986)."
Kirchhoffite,Cs B Si₂ O₆,"Agakhanov A. A., Pautov L. A., Karpenko V. Y., Sokolova E., Hawthorne F. C., Kirchhoffite, CsBSi2O6, a new mineral species from the Darai-Pioz Alkaline Massif,Tajikistan: Description and crystal structure, The Canadian Mineralogist, 50, 523–529 (2012)."
Antigorite-T,Mg₃₉ Si₂₈ O₁₂₀,"Dodony I., Posfai M., Buseck P. R., Revised structure models for antigorite: An HRTEM study Note: n = 14, American Mineralogist, 87, 1443–1457 (2002)."
Stilpnomelane,Fe₂ Si₃ O₉,"Guggenheim S., Eggleton R. A., Stilpnomelane and parsettensite: A distance least squares (DLS) study Note: this is a theoretical structure, American Mineralogist, 79, 438–442 (1994)."
Molybdenum,Mo,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Cubic closest packed, ccp, structure, Crystal Structures, 1, 7–83 (1963)."
Chlorbartonite,K₆ Fe₂₄ S₂₆ Cl,"Yakovenchuk V. N., Pakhomovsky Y. A., Men'shikov Y. P., Ivanyuk G. Y., Krivovichev S. V., Burns P. C., Chlorbartonite, K6Fe24S26(Cl,S), a new mineral species from a hydrothermal vein in the Khibina Massif, Kola Peninsula, Russia: Description and crystal structure, The Canadian Mineralogist, 41, 503–511 (2003)."
Glauconite,K Al₂ Si₄ O₁₂ H₂,"Drits V. A., Zviagina B. B., McCarty D. K., Salyn A. L., Factors responsible for crystal-chemical variations in the solid solutions from illite to aluminoceladonite and from glauconite to celadonite Sample Name: 68-69, American Mineralogist, 95, 348–361 (2010)."
Natisite,Na₂ Ti Si O₅,"Nyman H., O'Keeffe M., Bovin J. O., Sodium titanium silicate, Na2TiSiO5 Note: anisoU's from ICSD, Acta Crystallographica, Section B, 34, 905–906 (1978)."
Mushistonite,Cu Sn (O₆ H₆),"Morgenstern-Badarau I., Effet Jahn-Teller et structure cristalline de l'hydroxyde CuSn(OH)6, Journal of Solid State Chemistry, 17, 399–406 (1976)."
Poyarkovite,Hg₃ Cl O,"Vasil'ev V. I., Pervukhina N. V., Romanenko G. V., Magarill S. A., Borisov S. V., New data on the mercury oxide-chloride mineral poyarkovite: The second find, and crystal-structure determination, The Canadian Mineralogist, 37, 119–126 (1999)."
Lithidionite,K Na Cu Si₄ O₁₀,"Pozas J. M. M., Rossi G., Tazzoli V., Re-examination and crystal structure analysis of litidionite, American Mineralogist, 60, 471–474 (1975)."
Tashelgite,Al₉ Fe Mg Ca O₁₇ H,"Rastsvetaeva R. K., Aksenov S. M., Verin I. A., Crystal structure of complex natural aluminum magnesium calcium iron oxide, Crystallography Reports, 55, 563–568 (2010)."
Dolerophanite,Cu₂ S O₅,"Effenberger H., Cu2O(SO4), dolerophanite: Refinement of the crystal structure with a comparison of [OCu(II)4] tetrahedra in inorganic compounds, Monatshefte fur Chemie, 116, 927–931 (1985)."
Bismoclite,Bi O Cl,"Keramidas K. G., Voutsas G. P., Rentzeperis P. I., The crystal structure of BiOCl, Zeitschrift fur Kristallographie, 205, 35–40 (1993)."
Clausthalite,Pb Se,"Ramsdell L. S., The crystal structures of some metallic sulfides, American Mineralogist, 10, 281–304 (1925)."
Tobermorite,Si₃ O₉ Ca₃ H,"Merlino S., Bonaccorsi E., Armbruster T., Tobermorites: Their real structure and order-disorder (OD) character Sample: 9 Angstrom, American Mineralogist, 84, 1613–1621 (1999)."
Pharmacolite,Ca As O₆ H₅,"Ferraris G., Jones D. W., Yerkess J., Determination of hydrogen atom positions in the crystal structure of pharmacolite, CaHAsO4(H2O)2, by neutron diffraction, Acta Crystallographica, Section B, 27, 349–354 (1971)."
Monazite-(Pr),Pr P O₄,"Ni Y., Hughes J. M., Mariano A. N., Crystal chemistry of the monazite and xenotime structures, American Mineralogist, 80, 21–26 (1995)."
Hydroxyl-herderite,Ca P Be O₅ H,"Lager G. A., Gibbs G. V., A refinement of the crystal structure of herderite, CaBePO4OH, American Mineralogist, 59, 919–925 (1974)."
Jasmundite,Ca₁₁ Si₄ O₁₈ S,"Dent Glasser. L. S., Lee C. K., The structure of jasmundite, Ca22(SiO4)8O4S2, Acta Crystallographica, Section B, 37, 803–806 (1981)."
Chervetite,Pb₂ V₂ O₇,"Kawahara A., La structure cristalline de la chervetite, Bulletin de la Societe Francaise de Mineralogie et de Cristallographie, 90, 279–284 (1967)."
Molybdomenite,Pb Se O₃,"Pasero M., Rotiroti N., The crystal structure of molybdomenite, PbSeO3, Neues Jahrbuch fur Mineralogie, Monatshefte, 2003, 145–152 (2003)."
Rosenhahnite,Ca₃ Si₃ O₁₀ H₂,"Wan C., Ghose S., Gibbs G. V., Rosenhahnite, Ca3Si3O8(OH)2: crystal structure and the stereochemical configuration of the hydroxylated trisilicate group, [Si3O8(OH)2] Note: sample is from Mendocino County, California, American Mineralogist, 62, 503–512 (1977)."
Kelyanite,Hg₁₂ Sb O₆ Br Cl₂,"Pervukhina N. V., Borisov S. V., Magarill S. A., Naumov D. Y., Vasilev V. I., The crystal structure of kelyanite (Hg2)6(SbO6)BrCl2, American Mineralogist, 93, 1666–1669 (2008)."
Brandholzite,Sb₂ Mg H₂₄ O₁₈,"Friedrich A., Wildner M., Tillmanns E., Merz P. L., Crystal chemistry of the new mineral brandholzite, Mg(H2O)6[Sb(OH)6]2, and of the synthetic analogues M(H2O)6[Sb(OH)6]2 (Me=Mg,Co), American Mineralogist, 85, 593–599 (2000)."
Leiteite,As₂ Zn O₄,"Ghose S., Sen Gupta. P. K., Schlemper E. O., Leiteite, ZnAs2O4: A novel type of tetrahedral layer structure with arsenite chains, American Mineralogist, 72, 629–632 (1987)."
Ordonezite,Zn Sb₂ O₆,"Ercit T. S., Foord E. E., Fitzpatrick J. J., Ordonezite from the Theodoso Soto Mine, Sapioris, Durango, Mexico: New data and structure refinement, The Canadian Mineralogist, 40, 1207–1210 (2002)."
Beaverite-(Cu),Pb Fe₃ S₂ O₁₄ H₆,"Breidenstein B., Schluter J., Gebhard G., On beaverite: new occurrence, chemical data and crystal structure, Neues Jahrbuch fur Mineralogie, Monatshefte, 1992, 213–220 (1992)."
Enargite,Cu₃ As S₄,"Adiwidjaja G., Lohn J., Strukturverfeinerung von enargit, Cu3AsS4, Acta Crystallographica, Section B, 26, 1878–1879 (1970)."
Litidionite,K Na Cu Si₄ O₁₀,"Pozas J. M. M., Rossi G., Tazzoli V., Re-examination and crystal structure analysis of litidionite, American Mineralogist, 60, 471–474 (1975)."
Ximengite,Bi P O₄,"Mooney-Slater R. C. L., Polymorphic forms of bismuth phosphate, Zeitschrift fur Kristallographie, 117, 371–385 (1962)."
Nisbite,Ni Sb₂,"Kjekshus A., Rakke T., Andresen A., Compounds of the marcasite type crystal structure. IX. Structural data for FeAs2, FeSe2, NiAs2, NiSb2, and CuSe2, Acta Chemica Scandinavica, A28, 996–1000 (1974)."
Hoganite,Cu C₄ H₈ O₅,"Meester P., Fletcher S. R., Skapski A. C., Refined crystal structure of tetra-mu-acetato-bisaquodicopper (II), Dalton Transactions, 1973, 2575–2578 (1973)."
Trechmannite,Ag As S₂,"Matsumoto T., Nowacki W., The crystal structure of trechmannite, AgAsS2, Zeitschrift fur Kristallographie, 129, 163–177 (1969)."
Ashburtonite,Si₄ Cu₄ Pb₄ C₄ O₂₈ Cl,"Grice J. D., Nickel E. H., Gault R. A., Ashburtonite, a new bicarbonate-silicate mineral from Ashburton Downs, Western Australia: Description and structure determination, American Mineralogist, 76, 1701–1707 (1991)."
Ilvaite,Fe₃ Ca Si₂ O₉ H,"Ghose S., Sen Gupta. P. K., Schlemper E. O., Electron ordering in ilvaite, a mixed-valence iron silicate: crystal structure refinement at 138 K Sample: T = 138 K, American Mineralogist, 70, 1248–1252 (1985)."
Colinowensite,Ba Cu Si₂ O₆,"Sparta K. M., Roth G., Reinvestigation of the structure of BaCuSi2O6 - evidence for a phase transition at high temperature Note: T = 293 K, Acta Crystallographica, Section B, 60, 491–495 (2004)."
Wurtzite-10H,Zn₅ S₅,"Evans H. T., McKnight E. T., New wurtzite polytypes from Joplin, Missouri, American Mineralogist, 44, 1210–1218 (1959)."
Uytenbogaardtite,Ag₃ Au S₂,"Messien P., Baiwir M., Tavernier B., Structure cristalline du sulfure mixte d'argent et d'or, Bulletin de la Societe Royal des Sciences de Liege, 35, 727–733 (1966)."
